	0	
10841	" '""Ich habe meine Vergangenheit nur erwähnt, weil ich wie jeder andere Mensch auf diesem Planeten eine komplexe Hintergrundgeschichte habe."" Dies präge ihre Ängste, Interessen und Meinungen, schrieb Rowling zum Schluss ihres Textes. ""Ich vergesse diese innere Komplexität nie, wenn ich eine fiktive Figur erschaffe, und ich vergesse sie nie, wenn es um Trans-Menschen geht."" Sie sei äusserst glücklich. ""Ich bin eine Überlebende und sicherlich kein Opfer.""']"	
4834	 'Die Polizeibehörden verteidigen sich gegen die Vorwürfe. Viele Beamte reagierten angemessen auf Berichte von häuslicher Gewalt, betonte Fabienne Boulard von der Nationalpolizei. Diejenigen, die das nicht täten, handelten nicht böswillig, sondern seien schlicht nicht der Lage, die Fälle zu erkennen, oder wüssten nicht, wie sie intervenieren sollten.	
15445	 'Bericht: Anwälte raten Trump von Befragung durch Sonderermittler ab	
9749	 'Die neue Amazon-Doku Lorena von Regisseur Joshua Rofé lässt in vier etwa einstündigen Folgen Lorena und John Wayne heute neben Anwälten, Jurymitgliedern und Journalisten zu Wort kommen und bedient sich am umfangreichen Originalmaterial. Da sie ihre Collage nicht weiter kommentiert, bringt sie Zuschauer zunächst in eine unangenehme Position. Der Fall fordert geradezu dazu auf, Partei zu ergreifen, doch zunächst steht Wort gegen Wort. Heute würde man sagen, zwei Narrative konkurrieren. Im einen ist John Wayne Bobbitt ein harmloser Dummkopf, den seine rach- und eifersüchtige Frau verstümmelt. Im anderen weiß sich Lorena nach unzähligen Demütigungen nicht anders zu helfen, als gewissermaßen die Waffe ihres Vergewaltigers zu zerstören. Der Medienrummel um den Fall scheint nicht nur die Entwicklung zu voyeuristischer wie atemloser Live-Skandalisierung vorweggenommen zu haben, sondern auch das postfaktische Zeitalter.	
9226	 'Das bedeutet, die Täter können auch Männer aus dem eigenen Umfeld sein – der Kollege im Büro, der eigene Bruder, der eigentlich so fürsorgliche Partner. Es können sogar Männer sein, die sich selbst als Feministen bezeichnen würden, weil sie prinzipiell schon dafür sind. Das ist keine Verharmlosung von Häuslicher Gewalt, im Gegenteil, denn es verweist auf eine Struktur gesellschaftlicher Machtverhältnisse. Eine Struktur, die vom öffentlichen in den intimsten Winkel des Privaten greift: in die eigene Beziehung.	
20376	['Stress, Frust, Enge: Während bei Notfallhotlines in der Krise mehr Menschen anrufen, sehen Behörden keinen Anstieg häuslicher Gewalt. Weil vieles im Verborgenen passiert.	
12710	 '\n                     Klicken Sie, um das Video zu sehen\n                  	
14803	 'Auch die von der Polizei erfasste politisch motivierte Kriminalität ist gesunken - von 6098 Fällen um fünf Prozent auf 5799 Fälle. Allerdings war 2020 ein Rekordjahr, trotz des Rückgangs war es 2021 die zweithöchste Zahl seit 2012. Vor allem stieg die Zahl\xa0politisch motivierter Gewalttaten – um 14 Prozent auf 1037. Die Zahl rechtsmotivierter Taten sank von 2500 auf 1990 Fälle, die Zahl linksmotivierter Taten von 2150 auf 1500 Fälle.	
22176	['Mobbing, körperliche Gewalt, Aggressionen: In der Stadt ist die Gefahr, Opfer von Gewalt an Schulen zu werden größer als auf dem Land. Die meisten Aggressionen gehen im Norden von Jungen aus. Bildungsministerin Prien warnt davor, das Thema zu tabuisieren.	
1483	 'Sie ist mit dem Vater des jüngsten Kindes zwar verheiratet, doch das Paar lebt räumlich getrennt. Somit versorgt Frau T. die Kinder alleine und kann mit ihnen auch nicht zu ihrem Ehemann ziehen. Deshalb hat das Ordnungsamt der Gemeinde, in der Frau T. und die Kinder leben, eine Ersatzunterkunft mit drei Zimmern angeboten. Die befindet sich im Obdachlosenheim. Die Möbel aus der vom Schimmel befallenen Wohnung darf die Familie dorthin nicht mitnehmen. Deshalb benötigen Frau T. und die Kinder Betten, Bettzeug, einen Schreibtisch für die Schularbeiten und einen Wohnzimmerschrank. Frau T. lebt von Arbeitslosengeld II und vom Unterhalt für das Jüngste. Die beiden ältesten Kinder haben kein eigenes Einkommen.']	
17694	 '']	
16235	 'Was sich 1968 international ereignete, bewegte auch Basel: der Vietnamkrieg, die Ermordung des amerikanischen Bürgerrechtlers Martin Luther King und der Einmarsch sowjetischer Truppen in die Tschechoslowakei. «Hoch die internationale Solidarität» skandierten Empörte an Kundgebungen. «Revolution» sangen die Beatles. Ansteckend. Regionales kam hinzu.	
5953	 'Das Projekt hat seine Grenzen	
18910	 '# Notizblock	
6279	['Brandenburg	
23031	 'Kann man mit einer Schizophrenie dennoch gut leben?	
5998	 'Kommentar 	
501	 'Was hat das mit Ihnen gemacht?	
12079	 'Der DRK-Sprecher Siekmann bestätigt die gute Zusammenarbeit: „Die Unterstützung vom Landkreis ist sehr gut, auch die Finanzierung.“ Er sieht, wie Böhm auch, eher ein gesamtgesellschaftliches Problem, das sich nicht pauschal mit mehr Plätzen lösen lasse: den angespannten Wohnungsmarkt. „Nicht die Anzahl der Zimmer ist das primäre Problem, sondern die fehlenden Möglichkeiten einer bezahlbaren Unterbringung nach einem Aufenthalt im Frauenhaus“, erklärt der Pressesprecher. Das führe zu einer langen Verweildauer, Frauen müssten Plätze dauerhaft in Anspruch nehmen.	
10459	 'Neuerdings bietet der Frauennotruf auch Beratungsspaziergänge an für Klientinnen, die schon länger in Kontakt mit den Sozialpädagoginnen sind. „Walk and Talk“ nennt Trapp dieses Angebot, bei dem ein Gespräch im Gehen an der frischen Luft auch ohne Mundschutz stattfinden könne.	
8195	 'Das System, das am meisten missbräuchlich verwendet wird, ist ohne Frage das Handy. Jeder hat eines – heutzutage ist unser ganzes Leben damit verbunden. Wenn man an eher unkonventionelle Technologien denkt, sind das häufig jene, die sehr populär und erschwinglich sind.Jess Lowe Photography	
10820	 'Zustimmung kommt von der Gleichstellungsbeauftragten des Landes. Die Finanzierung sei so wie derzeit „nicht auskömmlich“, kritisiert Manuela Dörnenburg. Nach dem Koalitionsvertrag will die Landesregierung „Frauenhäuser, Frauenberatungsstellen, Zufluchtswohnungen erhalten und weiterentwickeln“. Wenn es aber nicht gelinge, die vorhandene Struktur in der Krise zu erhalten, müsse man „nicht darüber reden, sie auszubauen“, so Dörnenburg. Deshalb müsse die Finanzierung gesichert werden.	
2404	 'Somit stellt sich noch die Frage nach der völkerrechtlichen Beurteilung. Also darum, ob man es einfach hinnehmen muss, dass ein „Vertreter ohne Vertretungsmacht“ Verträge im Namen seines Volkes aufkündigen kann, die von solch grundlegender Bedeutung für das Land sind. Der deutsche Außenminister und Vorsitzende des Ministerkomitees des Europarates, Heiko Maas, und der Präsident der Parlamentarischen Versammlung, Rik Daems, haben sich der Erklärung der zuständigen Generalsekretärin, Marija Pejcinovic Buric, angeschlossen und ihr Bedauern zum Austritt der Türkei erklärt. Sie betonten dabei, dass die Konvention damals einstimmig vom türkischen Parlament angenommen, aber ohne deren Beteiligung aufgekündigt wurde.	
5709	 'Die registrierten Fälle häuslicher Gewalt haben in Baden-Württemberg in den letzten Jahren stetig zugenommen: 2019 zählte die Polizei 13\xa0048 Fälle, im Jahr 2011 waren es hingegen noch 10\xa0872 Taten, wie der Vorsitzende des Innenausschusses des Landtags, Karl Klein (CDU), am Mittwochabend in Stuttgart mitteilte. Dies ist ein Plus von 2176 Fällen. Die Zahl der Opfer sei im selben Zeitraum um 2180 Personen gestiegen. Während der Corona-Krise gab es demnach aber keine außergewöhnliche Zunahme registrierter Fälle.	
3739	" 'Als das Schreiben der Anwältin eingeht, nimmt das Amtsgericht Grevenbroich, dem die Kindesentführung und die Morddrohungen bekannt gewesen sein sollen, Kontakt zu Haydar A. auf. Er soll seine Sicht der Dinge schildern. Bis zum 31. Oktober. Haydar A. bestreitet die Vorwürfe und bedrängt seine Frau weiter. Am 18. Oktober ruft Shmsi A. erneut die Polizei. Die Anwältin teilt das dem Gericht mit, drängt auf eine schnellere Entscheidung. Die Richter aber ändern ihr Vorgehen nicht. Dann sticht Haydar A. zu. Einen Tag später, als Shmsi A. schwer verwundet im Krankenhaus liegt und nach Haydar A. gefahndet wird, beschließt das Amtsgericht den Gewaltschutz für Shmsi A. ""Ein Hohn"", sagt Cakir-Ceylan. Und: ""Hätte das Gericht so gehandelt, wie es müsste, dann hätte diese Tat vielleicht verhindert werden können."" Nur: Das Gericht hat genau so gehandelt, wie es musste. Und das ist das Problem."	
14897	 'Vor dem Gericht des Bezirks Fairfax im Bundesstaat Virginia erklärte die Psychologin, sie habe für ihr Gutachten unter anderem Gesundheitsakten und Audioaufnahmen geprüft und sei zweimal mit der Schauspielerin für Tests zusammengetroffen. Dabei sei sie auch zu dem Schluss gekommen, dass Heard wegen der Beziehung zu dem «Fluch der Karibik»-Star nicht an einer posttraumatischen Belastungsstörung leide. «Frau Heard litt nicht an PTBS, und es gab auch ziemlich deutliche Hinweise darauf, dass sie Symptome einer PTBS erheblich übertrieb, als sie danach gefragt wurde», sagte Curry.	
15127	 'Auch die Fakten, die bisher vorliegen, helfen Heard nicht. Sie hat eine Vorgeschichte. 2009 nahm die Polizei sie wegen eines vermeintlichen Angriffs auf ihre damalige Freundin fest, Anklage wurde allerdings nicht erhoben.	
18583	 'Sie verlangte einen verstärkten Dialog mit den Experten im Gewaltschutzbereich und ein Soforthilfepaket von fünf Millionen Euro für die Betroffenen. Weiters trat Heinisch-Hosek ein Mal mehr für Hochrisiko-Fallkonferenzen ein, die hoch gefährliche Fälle analysieren und beraten sollten.']	
19927	 'Dass die Justiz währen der Pandemie sehr verlangsamt funktioniert, kann dagegen zu einem Hindernis werden – auch wenn Justizministerin Nicole Belloubet versichert, die Verhandlung der Fälle häuslicher Gewalt und die richterliche Anordnung von Schutzmaßnahmen bleibe eine „Priorität“.	
2386	['Pauline Voss	
20283	 'Indes hatte Waltraud Kuhne, Sozialdezernentin der Kreisverwaltung in Neuruppin, vor einer Woche darauf verwiesen, dass die Zahl der gemeldeten Fälle von häuslicher Gewalt in Ostprignitz-Ruppin im Vergleich zum Vorjahr gesunken sei. av	
20702	 'Fisch gegen Sex	
6888	 'So sanken die Gewaltdelikte etwa in Sachsen von 317 auf 226 Fälle. Ein Grund war hier, dass die Zahlen im Vorjahr durch die rechten Chemnitz-Unruhen hochgeschnellt waren. Einzig Berlin registrierte einen deutlichen Zuwachs: von 309 auf 390 Taten – Höchststand seit Gründung des Projekts im Jahr 2001. Sabine Seyb vom dortigen Projekt ReachOut sprach von einer „Enttabuisierung und Enthemmung der Gewalt auf ausgegrenzte Bevölkerungsgruppen“. Dies zeige sich auch daran, dass vermehrt direkt Wohnräume angegriffen würden. Die Täter fühlten sich offenbar durch laufende rassistische Debatten oder einen institutionellen Rassismus der Behörden motiviert.	
23470	 'Interessierte Fördernehmer können sich seit heute um die Fördergelder bewerben. Weitere Details online unter:  \n                  ']	
12311	['Die Kriminalstatistik 2020 verzeichnet mehr politisch motivierte Kriminalität. Corona senkt die Wohnungseinbrüche und ist womöglich Ursache für mehr häusliche Gewalt.	
11886	['Ambulante Pflege und Betreuung. Beratungstelefon der Caritas unter _08171/983010 oder E-Mail: cs-geretsried@caritasmuenchen.de, Caritaszentrum, Graslitzer Straße 13.	
15719	 'Heute ist der Tag der Frauen. Schön wäre es, wenn 2018 zum Jahr der Frauen wird. Ich glaube daran. Denn die Zeit ist reif. Und die Vorschläge liegen auf dem Tisch. Für mehr Sicherheit für unsere Frauen. Für mehr Lohn. Für mehr Chancen.	
9912	" 'In der Nacht zum Montag startete die südafrikanische Sängerin Bongekile Simelane, Künstlername Babes Wodumo, ein Live-Video für ihre 1,5 Millionen Follower auf Instagram. Nach kurzer Zeit war zu sehen, wie sie ohne Eile ein paar Schritte von der Kamera wegging. Den Mann hinter sich schien sie nicht zu bemerken. Dieser nahm regelrecht Anlauf und schlug ihr mit voller Wucht ins Gesicht. ""Ungishaleyani?"", rief Simelane auf Zulu, was so viel wie ""Warum schlägst du mich?"" bedeutet. Die Antwort: ein weiterer Hieb."	
14649	 'Justizministerin Jacqueline Bernhardt (Linke) bemerkte dazu, dass nach wie vor überwiegend Frauen und Mädchen von häuslicher und sexualisierter Gewalt betroffen seien. Zudem gebe es bereits ein gut ausgebautes und funktionierendes Beratungs- und Hilfenetz in Mecklenburg-Vorpommern. Alle Einrichtungen - ausgenommen Frauenhäuser - würden unabhängig vom Geschlecht eines Hilfesuchenden beraten, unterstützen und helfen. Es bestehe zwar noch Handlungsbedarf, Männer und Jungen stärker in den Blick zu nehmen, man sei dabei aber schon auf gutem Weg.	
15331	 'Zudem gebe es 50 sogenannte Zweite-Stufe-Wohnungen mit rund 145 Plätzen für Frauen und ihre Kinder. Dort werden Frauen aufgenommen, die die engmaschige und umfassende Betreuung und Beratung eines Frauenhauses, also einer Schutzunterkunft, nicht mehr benötigen.	
17782	" '""Ich wünsche mir, dass alle Frauen ihre Feminität und ihren Körper feiern können""Dass sie für eine paritätische Besetzung politischer und wirtschaftlicher Gremien stimmen, dass sie sich für gleiche Bezahlung stark machen. Dass sie aber auch einschreiten, wenn sie sogenanntes Catcalling mitbekommen und als das Geißeln was es ist: verbale sexuelle Belästigung. Dass Femizide und misogyne Gewalt auch von Männern laut und deutlich verurteilt werden!"	
13351	 'Mittwoch, 24. November	
5971	 '\nKlicken Sie, um das Bild zu sehen \n	
4400	['Rebekka Haefeli	
17596	" 'Hier sieht die Polizei schon einen Zuwachs der Fallzahlen bei Kindern (von 17 auf 34) und Jugendlichen (von 67 auf 83). Als Gründe vermutet die Polizei die Ausfälle von Schule und anderen Freizeitaktivitäten. Insgesamt gab es 1920 Fälle. Nur jeder fünfte Fall wird aufgeklärt. ""Es handelt sich um schwer aufklärbare Delikte, oft ohne Zeugen oder ein großartiges Spurenbild"", sagt Weimann."	
13498	 '„Wir setzen damit ein klares Zeichen gegen Gewalt an Frauen und zeigen, dass wir die betroffenen Frauen nicht allein lassen, sondern ihnen immer und überall den Rücken stärken“, sagt Rempe. „Wir alle sind aufgerufen, nicht wegzusehen, sondern deutlich zu machen, dass Gewalt gegen Frauen in jeder Form inakzeptabel ist“, betont der Landrat. Er erinnert daran, dass Gewalt gegen Frauen viele Erscheinungsformen hat – von häuslicher Gewalt über die sexuelle Belästigung von Frauen am Arbeitsplatz bis hin zu Stalking.	
7305	" 'Hilbert verwies darauf, dass neben den 80 zugelassenen Teilnehmern auch Polizisten und mutmaßliche Gegendemonstranten vor Ort sein dürften. Das Ordnungsamt begrenzte die Demo auf eine Dauer von 30 Minuten. Pegida hatte am Sonntag im Internet bekanntgeben, nach ""konstruktiver Abstimmung mit der Versammlungsbehörde und dem Gesundheitsamt"" eine Sondergenehmigung bekommen zu haben. Nach der sächsischen Corona-Schutz- Verordnung sind Ansammlungen untersagt, allerdings können Ausnahmegenehmigungen erteilt werden. Pegida ist ein Sammelbecken rassistischer und völkische Kräfte, auch der radikal rechte AfD-Politiker Björn Höcke trat schon bei den montäglichen Veranstaltungen auf. Anführer Lutz Bachmann wird von Verfassungsschutz-Chef Thomas Haldenwang ebenso wie Höcke als ""Rechtsextremist"" bezeichnet."	
10290	" 'Heute seien die zehn Plätze für Frauen und sieben Plätze für Kinder oft ausgebucht, heisst es im Vorstoss. Akut gewaltbetroffene Frauen müssten deswegen oft abgewiesen werden, mahnte die Ratslinke. Ein internationales Abkommen ergebe für das bikantonale Frauenhaus ein Soll von 49 Plätzen; nötig seien also zusätzliche 32 Plätze."	
1743	 'Die Kampagne der Konferenz der Kantonalen Sozialdirektorinnen und Sozialdirektoren (SODK) und des Eidgenössischen Büros für die Gleichstellung von Frau und Mann (EBG) richtet sich zum einen gezielt an jugendliche Opfer elterlicher Gewalt und zum anderen an Erwachsene und ältere Menschen, die von häuslicher Gewalt betroffen sind. Dies geht aus einer Mitteilung des Bundes vom Mittwoch hervor.	
3588	 'In Genf, Athen und Madrid beteiligten sich hunderte meist weibliche Demonstranten an den Kundgebungen. Der Protestmarsch in der spanischen Hauptstadt am Samstagabend wurde von lautem Trommeln begleitet. In vielen Städten gingen die Proteste am Sonntag weiter. In Spanien, darunter in Madrid, Barcelona, Sevilla, Valencia, Bilbao oder Pamplona ging die Zahl der Teilnehmerinnen erneut in die Tausende.	
18132	['Ich bin ein bisschen erschöpft. Aufklärungsfatigue, Rebellionsdepression, nennen Sie es, wie Sie wollen. Fünf Monate Gespräche und Interviews zum Thema „Häusliche Gewalt“ mit den immer gleichen Fragen, dem gleichen, ungläubigen Erstaunen, den üblichen Anmerkungen und den immer aufs Neue heruntergeleierten Uralt-Mythen, es ist kaum auszuhalten.	
11606	 'Die Nachricht vom Anfang ist Bestandteil dieses Coachings. An dem fiktiven Beispiel sollen Berater:innen lernen, wie man im Chat kurzfristig helfen kann, selbst bei psychischen Problemen. Entstanden ist das Start-up im Homeoffice, während des ersten Lockdowns. Dann musste es schnell gehen. „Wir haben das Flugzeug quasi beim Fliegen gebaut“, sagt Eckert. Finanziert wird das Projekt nach eigenen Angaben aus privaten Mitteln, „ein bisschen Crowdfunding“ und von Kooperationspartnern wie der Barmer Krankenkasse.	
9038	['Auf Instagram spricht die ehemalige DSDS-Teilnehmerin über ihre Erfahrungen mit häuslicher Gewalt und verrät, wie sie den Absprung von ihrem gewalttätigen Ex-Freund schaffte.	
8909	['Eine stattliche Summe von 31 225,55 Euro hat sich bis zum Ende des vergangenen Jahres in der Sterntaler-Kasse angesammelt.	
15239	" 'Der Schriftstellerverband PEN-Deutschland hat nach dem überraschenden Rücktritt seines bisherigen Präsidenten Deniz Yücel einen Notvorstand gewählt. Die im thüringischen Gotha tagende Mitgliederversammlung stimmte mit großer Mehrheit für den österreichischen Schriftsteller Josef Haslinger als Interims-Präsidenten. Er soll die Neuwahl eines Präsidiums vorbereiten, die ""in einigen Monaten"" stattfinden werde. Nach einer turbulenten Sitzung, in dessen Zuge WELT-Autor Yücel zunächst knapp im Amt als Präsident bestätigt worden war, dann aber selbst zurück- und aus dem Verband austrat, war auch der verbliebene Vorstand zurückgetreten. Hintergrund ist ein Streit im bisherigen Vorstand sowie Kritik am Führungsstil einzelner Vorstandsmitglieder. Die Hintergründe lesen Sie auf ."	
12090	 'Waller-Krappen: Man muss der betroffenen Person ja die Zeit geben, sich Rechtsschutz zu suchen.	
7217	 'Und Sie betonen das, weil das viele Menschen nicht sehen?	
22289	 '«Schon heute darf sich ein Mann nicht über das Nein einer Frau hinwegsetzen.»	
4845	 'Basiswissen auch für nicht Betroffene bieten drei Expertinnen: Ingrid Röhling, vom Ordnungsamt Leonberg informiert über Wohnungsverweis und e rechtliche Möglichkeiten. Karin Zimmermann berichtet über die Beratungsstelle bei häuslicher Gewalt „Frauen helfen Frauen“. Monika Becker, die Leiterin der Beratungsstelle gegen sexuelle Gewalt „Thamar“, stellt das Angebot von Thamar vor und berichtet über den Stand eines neuen Frauen- und Kinderschutzhauses für den Kreis Böblingen. Der Eintritt ist frei. arno']	
503	" 'Sie haben zirka 18 Jahre Beziehungsleben hinter sich mit wechselnden, unpassenden Partnern. Sie schreiben selber, Sie können ""schlechte Beziehungen echt gut"". Wieso haben Sie aus negativer Erfahrung nicht gelernt?"	
22790	 'Ein Mann habe ihm beispielsweise gesagt, es sei „nur noch eine Frage der Zeit, bis Blut spritzt.“ Im Ernstfall müssen solche Paare an andere Beratungsstellen verwiesen werden. Zum Glück sind das die seltensten Fälle. Rund zwei Drittel der Teilnehmer können die Gewalt laut Marcel Kruse erfolgreich beenden, sei es durch eine erfolgreiche Therapie oder durch Trennung. Nur das letzte Drittel beendet die Beratung vorzeitig. Seine Erfahrungen ermutigen Kruse, weiterzumachen: „Man sagt ja oft: Wer einmal schlägt, schlägt immer wieder. Ich bin jedes Mal froh, wenn ein Paar das Gegenteil beweist.“	
11218	 'Gäbe es weniger Gewalt, wenn die Gesellschaft mit Frauenfreundlicher wäre?	
12825	 'Derzeit prüfen die Kantone, ob Personen, die bereits Opfer häuslicher Gewalt wurden, im Rahmen eines Pilotprojektes auf Wunsch ein Notfallknopf zur Verfügung gestellt werden kann. Dieser soll über ein speziell angepasstes Mobiltelefon, eine App oder die Smartwatch laufen. Geplant ist ausserdem eine zentrale Telefonnummer für die Opferhilfe.Und ab nächstem Jahr können im Kanton Zürich bei Stalkern und Gewalttätern elektronische Fussfesseln eingesetzt werden, um festzustellen, wo sie sich aufhalten. Früher sei Frauen oft nichts anderes übrig geblieben, als in einem Frauenhaus Schutz zu suchen, sagt Gloor. «Die Frauen wurden eingeschränkt, nicht die Gewalt ausübenden Männer.» Heute sei das anders. «Es hat ein Paradigmenwechsel stattgefunden.»	
21666	 'Zum x-ten mal erklärt man das Virus, seine Verbreitungswege und warum es so wichtig ist, auf Distanz zu gehen. „Als ob das jetzt interessant wäre…“ hört man das Gegenüber nölen. Doch, ist es, hat es zu sein, hält man verärgert gegen. Hat aber gleichzeitig Verständnis, schließlich war man selbst mal 15. Artikelkarussell Corona-Koller	
7554	 '„Wir stehen ganz am Anfang der Verhandlungen“, betont Lisa Kappes-Sassano, die Leiterin der Caritas Fils-Neckar-Alb. „Zunächst wird versucht, Fördermittel über Bundesprogramme zu akquirieren.“ Denn das Gebäude, das der Verband langfristig anmieten will, müsste erst noch barrierefrei umgebaut werden. Einen Großteil der Investitionskosten könnte die öffentliche Hand übernehmen. Eine Förderanfrage beim Bund wurde laut Eininger fristgerecht Anfang April dieses Jahres gestellt, die Antwort wird in diesen Tagen erwartet. Bei einer positiven Rückmeldung könne die Caritas den Förderantrag bis spätestens 31. März nächsten Jahres einreichen. Kappes-Sassano schätzt, dass mit der Eröffnung des Hauses frühestens 2024 zu rechnen ist.']	
4152	 'Die Kantonspolizei nimmt zu den Vorwürfen nicht Stellung. Das tut dafür ihr oberster Chef, Regierungsrat Mario Fehr. Von Versagen könne keine Rede sein. «Wir machen immer alles Menschenmögliche.»	
21755	 'Hilfe für Opfer häuslicher Gewalt	
18798	 'Es ist evident, dass Männer, die aus patriarchal geprägten Kulturen kommen, in denen Frauen untergeordnet sind, eine andere Vorstellung von Gewalt haben.	
11598	 'Der Kreis Segeberg hat im Dezember 2020 die Finanzierung von fünf weiteren Plätzen bis Ende 2021 bewilligt. „Die Nachfrage ist immer hoch, und jetzt in der Pandemie steigt sie noch einmal stark an“, sagt Claudia Meyer, Gleichstellungsbeauftragte der Stadt. Mit dem Frauenhaus arbeitet sie eng zusammen und weiß über die bestehenden Nöte: „Hier und da werden zusätzliche Mittel zur Verfügung gestellt, aber das Frauenhaus braucht unbedingt dauerhaft mehr finanzielle Unterstützung. Das Frauenhaus hat gerade erst öffentlich um Spenden gebeten, um das Projekt ‚Männlich geht anders‘ weiterführen zu können.“ Es könnte nicht sein, dass beispielsweise die so wichtige und erfolgreiche Betreuung der Jungen durch eine männliche Fachkraft, die dazu auch noch eine Vorbildfunktion hat, in dieser Krise von Spenden abhängig ist, so die Gleichstellungsbeauftragte. HA	
12044	 'Zwölf ehrenamtliche Mitarbeiter, von denen wie der Außenstellenleiter viele früher für die Polizei tätig waren, arbeiten im Kreis für den Weißen Ring. Zwei Mitarbeiter sehen ihre Hauptaufgabe in der Prävention. Diese lag jedoch 2020 wegen der Pandemiebeschränkungen teilweise brach. Auch die persönlichen Kontakte zwischen den Hilfesuchenden und den Opferhelfern konnten nicht wie gewohnt erfolgen. Laut Kleinig wurde das persönliche Treffen durch Telefongespräche oder Mail- sowie Messengerkontakte ersetzt, die Betreuung der Klienten habe aber nicht gelitten.	
18503	 'Wenn Sozialwissenschaftler eines Tages ihre Arbeiten über die Proteste in Belarus schreiben, werden sie auf die Frauen schauen müssen. Es war eine Frau, die Lukaschenko herausgefordert hat – Swetlana Tichanowskaja kandidierte anstelle ihres verhafteten Mannes und wurde sogar zugelassen, weil man sie nicht ernst nahm, sie war ja »nur« eine Frau. Zwei weitere Ehefrauen nicht zugelassener Kandidaten sprangen Tichanowskaja bei und einten die Oppositionskräfte. Und nun sind es die Frauen, die immer wieder die Proteste schützen, wenn Gewalt droht.	
8873	 '']	
22249	 'Die Zahlen sind alarmierend: Allein im Jahr 2018 starben in der Schweiz 24 Frauen und 3 Männer infolge häuslicher Gewalt. Zudem gab es 52 versuchte Tötungen. Justizministerin Karin Keller-Sutter will nun stärker eingreifen. «Ich bin nicht bereit, solche Taten einfach so hinzunehmen», sagt sie im BaZ-Interview zum Jahreswechsel. Die FDP-Bundesrätin will deshalb bei einem verfügten Kontaktverbot in Fällen häuslicher Gewalt nicht nur den Täter mit einer elektronischen Fussfessel ausstatten. Auch das Opfer soll überwachungstechnisch ausgerüstet werden. «Es hätte eine Art Tracker, der einen Alarm auslöst, wenn sich der Gefährder nähert. Das Opfer könnte sich dann entfernen und die Polizei verständigen.» Keller-Sutter sieht darin eine Alternative zur Echtzeitüberwachung, welche die Kantone ablehnen, weil sie zu aufwendig und teuer ist.	
13574	 'Häusliche Gewalt sowie Morde an Frauen sind ein großes Problem in der Türkei. Obwohl sich die juristischen Bedingungen für Opfer nach Angaben von Frauenrechtsaktivistinnen zuletzt verbessert haben, kommen die Taten weiterhin nur selten vor Gericht. Aktivistinnen machen dafür die patriarchalen Strukturen der Gesellschaft verantwortlich.	
2085	 'Nach der Einvernahme ging Ammann erschöpft und früh ins Bett. Mitten in der Nacht weckte ihn Lärm vor der Tür. Als er öffnete, stürmte die Polizei die Wohnung. «Sie setzen sich ins Wohnzimmer und verhalten sich ruhig», habe einer der Polizisten ihn angeschrien. Später stellten sie fest, dass es ein Fehlalarm war, und zogen ab. Offenbar hatte seine Frau versehentlich eine Freundin angerufen, sei aber bei den Rückrufen nicht rangegangen. «Und die Schlussfolgerung war, dass ich, der Frauenschläger, sie gerade verprügle.» Da war für Ammann klar: So wollte er nicht weiterleben.	
18636	 'Körperliche Gewalt vor allem an Grundschulen Über das Internet diffamiert, belästigt, bedrängt, bedroht oder genötigt wurden Lehrkräfte an 32 Prozent der Schulen, wieder sind die vom VBE als Haupt-, Real- und Gesamtschulen bezeichneten Schulformen dabei führend (an Grundschulen waren es 20 Prozent, an Gymnasien 46 Prozent). 2018 lag der Durchschnittswert auch hierbei mit 20 Prozent deutlich niedriger.	
4104	 'Solche sogenannten Femizide sorgen für Empörung, aber die allermeisten Taten in den eigenen vier Wänden sorgen nicht für grosse Medienberichte. Sie bleiben der Öffentlichkeit verborgen. Die Zahlen jedoch sind alarmierend: Im vergangenen Jahr kam es im Kanton Zürich zu rund 5300 Einsätzen – täglich musste die Polizei also fast 15 Mal wegen häuslicher Gewalt ausrücken. Auch die Zahl der registrierten Fälle hat deutlich zugenommen. Gegenüber dem Vorjahr stieg 2018 die Zahl der Strafanzeigen um 15 Prozent.	
8807	 'Die schottische Regierungschefin Nicola Sturgeon (50) hat sich für einen Verstoß gegen die Corona-Regeln entschuldigt. Sie hatte sich am Rande einer Beerdigung in Edinburgh zwar mit Abstand, aber ohne Mund-Nase-Schutz mit drei Frauen unterhalten. In Schottland ist das Tragen einer Maske in Gaststätten vorgeschrieben, außer am Sitzplatz. „Das war ein dummer Fehler, und es tut mir wirklich leid“, sagte Sturgeon am Dienstagabend. Die Zeitung The Scottish Sun hatte ein Foto der Szene vom Freitag veröffentlicht. „Ich spreche jeden Tag über die Wichtigkeit, Masken zu tragen. Ich habe falsch gehandelt, ich ärgere mich über mich selbst“, betonte Sturgeon. Die Strafe für solche Verstöße beträgt 60 Pfund (66 Euro), die sich im Wiederholungsfall vervielfacht. 	
